cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00580100,"P80001571","Trump, Donald J.","STRIPE",15,31-AUG-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7224","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",15,31-AUG-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7225","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",1139.33,31-AUG-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7226","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",1029.06,01-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7227","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",2400.84,02-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7228","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",637.14,03-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7229","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",636.8,04-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7230","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",890.25,08-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7231","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",744.07,09-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7232","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",2599.49,10-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7233","P2016",
C00580100,"P80001571","Trump, Donald J.","STRIPE",859.87,11-SEP-15,"SAN FRANCISCO","CA","94110","MERCHANT FEES","","","SB23","1036338","SB23.7234","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",9.27,01-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7118","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",8.23,02-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7119","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,02-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7120","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,02-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7121","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",4.08,03-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7122","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",16.47,03-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7123","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",73.89,08-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7124","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",38.34,09-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7125","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",27.78,10-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7126","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",1.47,11-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7127","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,11-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7128","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,11-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7129","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,11-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7130","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,11-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7131","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",207.26,11-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7132","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",22.47,14-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7133","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,16-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7134","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",46.42,16-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7135","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",107.75,16-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7136","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",16.08,18-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7137","P2016",
C00580100,"P80001571","Trump, Donald J.","BURNS, ROY",240,14-JUL-15,"GREEN VALLEY","CA","91390","SECURITY SERVICES","","","SB23","1036338","SB23.6804","P2016",
C00580100,"P80001571","Trump, Donald J.","CALI-FAME",11438.39,07-AUG-15,"CARSON","CA","90810","COLLATERAL: HATS","","","SB23","1036338","SB23.6898","P2016",
C00580100,"P80001571","Trump, Donald J.","CALI-FAME",45257.39,31-AUG-15,"CARSON","CA","90810","COLLATERAL: HATS","","","SB23","1036338","SB23.6899","P2016",
C00580100,"P80001571","Trump, Donald J.","CALI-FAME",2051.04,03-SEP-15,"CARSON","CA","90810","COLLATERAL: HATS","","","SB23","1036338","SB23.6900","P2016",
C00580100,"P80001571","Trump, Donald J.","CALI-FAME",17577.71,09-SEP-15,"CARSON","CA","90810","COLLATERAL: HATS","","","SB23","1036338","SB23.6901","P2016",
C00580100,"P80001571","Trump, Donald J.","CALI-FAME",46197.9,16-SEP-15,"CARSON","CA","90810","COLLATERAL: HATS","","","SB23","1036338","SB23.6902","P2016",
C00580100,"P80001571","Trump, Donald J.","CALI-FAME",56198.56,18-SEP-15,"CARSON","CA","90810","COLLATERAL: HATS","","","SB23","1036338","SB23.6903","P2016",
C00580100,"P80001571","Trump, Donald J.","CALI-FAME",94947.82,23-SEP-15,"CARSON","CA","90810","COLLATERAL: HATS","","","SB23","1036338","SB23.6904","P2016",
C00580100,"P80001571","Trump, Donald J.","WESTIN HOTEL",554.25,17-JUL-15,"LOS ANGELES","CA","90045","TRAVEL: LODGING [TELION: SB23.7322]","X","","SB23","1036338","SB23.9225","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",22.18,18-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7138","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,18-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7139","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,18-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7140","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,18-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7141","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,18-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7142","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,18-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7143","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",1.05,22-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7144","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",2.53,23-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7145","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",1.47,24-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7146","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",7.67,25-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7147","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,25-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7148","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,25-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7149","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",.42,28-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7150","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",1.47,29-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7151","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,29-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7152","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7153","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7154","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7155","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7156","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7157","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7158","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7159","P2016",
C00580100,"P80001571","Trump, Donald J.","CONTEMPORARY SERVICES CORPORATION",3186.62,14-JUL-15,"NORTHRIDGE","CA","91325","SECURITY SERVICES","","","SB23","1036338","SB23.6985","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7164","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",29,30-SEP-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7165","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",42.66,18-SEP-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [MCENTEE: ","X","","SB23","1036338","SB23.9034","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",26.83,18-SEP-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [MCENTEE: ","X","","SB23","1036338","SB23.9035","P2016",
C00580100,"P80001571","Trump, Donald J.","NATIONAL CAR RENTAL",245.48,17-JUL-15,"INGLEWOOD","CA","90301","TRAVEL: GROUND TRANSPORTATION [TELION: S","X","","SB23","1036338","SB23.8420","P2016",
C00580100,"P80001571","Trump, Donald J.","NEWMAN, KARL",240,14-JUL-15,"ONTARIO","CA","91761","SECURITY SERVICES","","","SB23","1036338","SB23.6746","P2016",
C00580100,"P80001571","Trump, Donald J.","REWALD, JAMES",240,14-JUL-15,"ONTARIO","CA","91761","SECURITY SERVICES","","","SB23","1036338","SB23.6709","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",75,03-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [MCMULLEN:","X","","SB23","1036338","SB23.9036","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",74,03-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [MCMULLEN:","X","","SB23","1036338","SB23.9037","P2016",
C00580100,"P80001571","Trump, Donald J.","RINGCENTRAL, INC.",3482.61,20-AUG-15,"SAN MATEO","CA","94404","PHONE PURCHASE AND SERVICES [CHO: SB23.6","X","","SB23","1036338","SB23.8669","P2016",
C00580100,"P80001571","Trump, Donald J.","RINGCENTRAL, INC.",834.42,20-AUG-15,"SAN MATEO","CA","94404","PHONE SERVICES [CHO: SB23.6703]","X","","SB23","1036338","SB23.8670","P2016",
C00580100,"P80001571","Trump, Donald J.","ROMERO, BEN",240,14-JUL-15,"ANAHEIM","CA","92807","SECURITY SERVICES","","","SB23","1036338","SB23.6620","P2016",
C00580100,"P80001571","Trump, Donald J.","SAMPSON, GEORGE",390,14-JUL-15,"STUDIO CITY","CA","91602","SECURITY SERVICES","","","SB23","1036338","SB23.6688","P2016",
C00580100,"P80001571","Trump, Donald J.","SLS BEVERLY HILLS",1985.98,31-JUL-15,"LOS ANGELES","CA","90048","TRAVEL: LODGING [AMEX: SB23.6877]","X","","SB23","1036338","SB23.8764","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",20.8,14-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [GREEN MON","X","","SB23","1036338","SB23.9028","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",78.25,14-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [GREEN MON","X","","SB23","1036338","SB23.9029","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",74.38,14-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [GREEN MON","X","","SB23","1036338","SB23.9030","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",20.8,14-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [GREEN MON","X","","SB23","1036338","SB23.9031","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",205,31-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [AMEX: SB2","X","","SB23","1036338","SB23.9013","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",33.91,31-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [AMEX: SB2","X","","SB23","1036338","SB23.9014","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",77.57,31-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [AMEX: SB2","X","","SB23","1036338","SB23.9015","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",51.98,31-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [AMEX: SB2","X","","SB23","1036338","SB23.9016","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",4,31-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [AMEX: SB2","X","","SB23","1036338","SB23.9017","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",52.83,31-JUL-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [AMEX: SB2","X","","SB23","1036338","SB23.9018","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",60.79,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [MCENTEE: ","X","","SB23","1036338","SB23.9032","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",44.19,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [MCENTEE: ","X","","SB23","1036338","SB23.9033","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",68.48,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [POWERS: S","X","","SB23","1036338","SB23.9038","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",41.79,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [POWERS: S","X","","SB23","1036338","SB23.9039","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",75.22,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [POWERS: S","X","","SB23","1036338","SB23.9040","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",8,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [POWERS: S","X","","SB23","1036338","SB23.9041","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",21.95,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [POWERS: S","X","","SB23","1036338","SB23.9042","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",44.12,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [POWERS: S","X","","SB23","1036338","SB23.9043","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",126.77,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [POWERS: S","X","","SB23","1036338","SB23.9044","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",49.68,26-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [POWERS: S","X","","SB23","1036338","SB23.9045","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",27.55,28-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [SCAVIANO:","X","","SB23","1036338","SB23.9024","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",33.37,28-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [SCAVIANO:","X","","SB23","1036338","SB23.9025","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",32.91,28-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [SCAVIANO:","X","","SB23","1036338","SB23.9026","P2016",
C00580100,"P80001571","Trump, Donald J.","UBER",52.39,28-AUG-15,"SAN FRANSISCO","CA","94103","TRAVEL: GROUND TRANSPORTATION [SCAVIANO:","X","","SB23","1036338","SB23.9027","P2016",
C00580100,"P80001571","Trump, Donald J.","LUXE HOTEL",668.45,29-JUL-15,"LOS ANGELES","CA","90049","TRAVEL: LODGING [LAUDNER: SB23.6644]","X","","SB23","1036338","SB23.8321","P2016",
C00580100,"P80001571","Trump, Donald J.","BEST WESTERN",228.68,23-SEP-15,"INGLEWOOD","CA","90302","TRAVEL: LODGING [LAUDNER: SB23.6647]","X","","SB23","1036338","SB23.7620","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",12062.13,07-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7104","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",2548.7,10-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7105","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",2586.61,11-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7106","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",11730,14-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7107","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",795.1,17-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7108","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",333.17,19-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7109","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",118.52,20-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7110","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",20.75,21-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7111","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",123.64,21-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7112","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",45.45,25-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7113","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",24.08,26-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7114","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",4.27,27-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7115","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",37.48,28-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7116","P2016",
C00580100,"P80001571","Trump, Donald J.","PIRYX",5.56,31-AUG-15,"SAN FRANCISCO","CA","94105","MERCHANT FEES","","","SB23","1036338","SB23.7117","P2016",
C00580100,"P80001571","Trump, Donald J.","DC CONNECT",9428.37,06-JUL-15,"AURORA","CO","80016","TELEMARKETING","","","SB23","1036338","SB23.6986","P2016",
C00580100,"P80001571","Trump, Donald J.","DC CONNECT",4977.9,14-JUL-15,"AURORA","CO","80016","TELEMARKETING","","","SB23","1036338","SB23.6987","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",947.6,28-JUL-15,"DENVER","CO","80237","TRAVEL EXPENSE REIMBURSEMENT","","","SB23","1036338","SB23.6751","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",1242.88,28-JUL-15,"DENVER","CO","80237","TRAVEL EXPENSE REIMBURSEMENT","","","SB23","1036338","SB23.6752","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",150,28-JUL-15,"DENVER","CO","80237","NON-CASH PER DIEM  [CHMIELEWSKI: SB23.67","X","","SB23","1036338","SB23.9294","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",100,28-JUL-15,"DENVER","CO","80237","NON-CASH PER DIEM [CHMIELEWSKI: SB23.675","X","","SB23","1036338","SB23.9295","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",1208.66,03-SEP-15,"DENVER","CO","80237","TRAVEL EXPENSE REIMBURSEMENT","","","SB23","1036338","SB23.6753","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",200,03-SEP-15,"DENVER","CO","80237","NON-CASH PER DIEM [CHMIELEWSKI: SB23.675","X","","SB23","1036338","SB23.9296","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",120933.6,03-MAR-16,"COMMERCE CITY","CO","80022","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1066437","SB23.455069","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",91126.6,07-MAR-16,"COMMERCE CITY","CO","80022","TELEMARKETING SERVICES/DIRECT MAIL","","","SB23","1066437","SB23.455460","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",153117.16,24-MAR-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1066437","SB23.455376","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",1255.96,29-MAR-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1066437","SB23.455377","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",8799.4,12-FEB-16,"DENVER","CO","80237","EVENT CONSULTING","","","SB23","1056932","SB23.362566","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",820.76,04-JAN-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1051572","SB23.289457","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",4698.36,05-JAN-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1051572","SB23.289458","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",354.53,07-JAN-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1051572","SB23.289456","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",-8829.85,04-JAN-16,"DENVER","CO","80237","EVENT CONSULTING PPV","","","SB23","1051572","SB23.288968","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",8589.69,29-JAN-16,"DENVER","CO","80237","EVENT CONSULTING","","","SB23","1051572","SB23.288966","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",41395.98,30-JAN-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1051572","SB23.289459","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",42400.06,16-FEB-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1056932","SB23.362763","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",14251.25,19-FEB-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1056932","SB23.362764","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",19569.4,22-FEB-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1056932","SB23.362761","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",78487.58,24-FEB-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1056932","SB23.362760","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",249875.8,24-FEB-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1056932","SB23.362762","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",88885.63,25-FEB-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1056932","SB23.362765","P2016",
C00580100,"P80001571","Trump, Donald J.","WIZBANG SOLUTIONS, INC.",131081.2,28-FEB-16,"COMMERCE CITY","CO","80022","PRINTING AND DESIGN SERVICES","","","SB23","1056932","SB23.362766","P2016",
C00580100,"P80001571","Trump, Donald J.","CHMIELEWSKI, KEVIN",8829.85,04-JAN-16,"DENVER","CO","80237","EVENT CONSULTING","","","SB23","1051572","SB23.288967","P2016",
